"NAM"	"DAT"	"PERIOD"	"ӘАОЖ(каталог бойынша)"	"LӘАОЖ(каталог бойынша)"	"ОЖА"	"LОЖА"	"VAL"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"AKTOBE REGION"	"0"	"countryside"	"0"	"7.8"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"AKTOBE REGION"	"0"	"countryside"	"0"	"8.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"AKTOBE REGION"	"0"	"countryside"	"0"	"10.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2024 г."	"202403"	"AKTOBE REGION"	"0"	"countryside"	"0"	"9.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2024 г."	"202406"	"AKTOBE REGION"	"0"	"countryside"	"0"	"8.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2024 г."	"202409"	"AKTOBE REGION"	"0"	"countryside"	"0"	"9.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2024 г."	"202412"	"AKTOBE REGION"	"0"	"countryside"	"0"	"11.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2025 г."	"202503"	"AKTOBE REGION"	"0"	"countryside"	"0"	"10.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2011 г."	"201106"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2011 г."	"201103"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2015 г."	"201503"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2015 г."	"201506"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2015 г."	"201509"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.5"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2015 г."	"201512"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.5"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2016 г."	"201606"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2016 г."	"201609"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2016 г."	"201612"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2014 г."	"201403"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2014 г."	"201406"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2014 г."	"201412"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2012 г."	"201203"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.5"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2012 г."	"201206"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2012 г."	"201212"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2013 г."	"201303"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.3"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2013 г."	"201306"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2012 г."	"201209"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2013 г."	"201309"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2013 г."	"201312"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2014 г."	"201409"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2011 г."	"201109"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2011 г."	"201112"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.5"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2017 г."	"201712"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2018 г."	"201803"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.3"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.3"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.9"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2016 г."	"201603"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2020 г."	"202006"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2020 г."	"202009"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2020 г."	"202012"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2021 г."	"202103"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2021 г."	"202109"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2021 г."	"202112"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2022 г."	"202203"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.3"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.3"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.3"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.3"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.5"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2024 г."	"202403"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.3"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2024 г."	"202406"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2024 г."	"202409"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.3"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2024 г."	"202412"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2025 г."	"202503"	"BATYS-KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.3"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2011 г."	"201103"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2011 г."	"201106"	"ALMATY CITY"	"0"	"urban area"	"0"	"2.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2015 г."	"201503"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.6"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2015 г."	"201506"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2015 г."	"201509"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2015 г."	"201512"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.2"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2016 г."	"201606"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2016 г."	"201609"	"ALMATY CITY"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2016 г."	"201612"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2014 г."	"201403"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2014 г."	"201406"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2014 г."	"201412"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2012 г."	"201203"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.5"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2012 г."	"201206"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.5"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2012 г."	"201212"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2013 г."	"201303"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2013 г."	"201306"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.8"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2012 г."	"201209"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2013 г."	"201309"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2013 г."	"201312"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2014 г."	"201409"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.8"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2011 г."	"201109"	"ALMATY CITY"	"0"	"urban area"	"0"	"3.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2011 г."	"201112"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2017 г."	"201712"	"ALMATY CITY"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2018 г."	"201803"	"ALMATY CITY"	"0"	"urban area"	"0"	"3.6"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"ALMATY CITY"	"0"	"urban area"	"0"	"2.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"ALMATY CITY"	"0"	"urban area"	"0"	"2.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"ALMATY CITY"	"0"	"urban area"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"ALMATY CITY"	"0"	"urban area"	"0"	"3.4"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"ALMATY CITY"	"0"	"urban area"	"0"	"2.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2016 г."	"201603"	"ALMATY CITY"	"0"	"urban area"	"0"	"0.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"ALMATY CITY"	"0"	"urban area"	"0"	"2.6"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"ALMATY CITY"	"0"	"urban area"	"0"	"1.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"ALMATY CITY"	"0"	"urban area"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2020 г."	"202006"	"ALMATY CITY"	"0"	"urban area"	"0"	"6.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2020 г."	"202009"	"ALMATY CITY"	"0"	"urban area"	"0"	"5.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2020 г."	"202012"	"ALMATY CITY"	"0"	"urban area"	"0"	"4.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2021 г."	"202103"	"ALMATY CITY"	"0"	"urban area"	"0"	"4.8"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2021 г."	"202109"	"ALMATY CITY"	"0"	"urban area"	"0"	"4.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2021 г."	"202112"	"ALMATY CITY"	"0"	"urban area"	"0"	"4.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2022 г."	"202203"	"ALMATY CITY"	"0"	"urban area"	"0"	"4.4"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"ALMATY CITY"	"0"	"urban area"	"0"	"4.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"ALMATY CITY"	"0"	"urban area"	"0"	"4.3"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"ALMATY CITY"	"0"	"urban area"	"0"	"3.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"ALMATY CITY"	"0"	"urban area"	"0"	"4.5"
